categoria,capitulo,descricao_categoria,grupo,sub_categoria,descricao_subcategoria,descricao_grupo,descricao_capitulo
T48,XIX,Intoxicação por substâncias que atuam primariamente sobre os músculos lisos e esqueléticos e sobre o aparelho respiratório,T36-T50,T486,Intoxicação por antiasmáticos não classificados em outra parte,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T48,XIX,Intoxicação por substâncias que atuam primariamente sobre os músculos lisos e esqueléticos e sobre o aparelho respiratório,T36-T50,T487,Intoxicação por outras substâncias e as não especificadas que atuam primariamente sobre o aparelho respiratório,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T49,XIX,"Intoxicação por substâncias de uso tópico que atuam primariamente sobre a pele e as mucosas e por medicamentos utilizados em oftalmologia, otorrinolaringologia e odontologia",T36-T50,T490,"Intoxicação por antifúngicos, antiinfecciosos e antiinflamatórios de uso tópico, não classificados em outra parte","Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T49,XIX,"Intoxicação por substâncias de uso tópico que atuam primariamente sobre a pele e as mucosas e por medicamentos utilizados em oftalmologia, otorrinolaringologia e odontologia",T36-T50,T491,Intoxicação por antipruriginosos,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T49,XIX,"Intoxicação por substâncias de uso tópico que atuam primariamente sobre a pele e as mucosas e por medicamentos utilizados em oftalmologia, otorrinolaringologia e odontologia",T36-T50,T492,Intoxicação por adstringentes e detergentes de uso local,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T49,XIX,"Intoxicação por substâncias de uso tópico que atuam primariamente sobre a pele e as mucosas e por medicamentos utilizados em oftalmologia, otorrinolaringologia e odontologia",T36-T50,T493,"Intoxicação por emolientes, demulcentes e protetores","Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T49,XIX,"Intoxicação por substâncias de uso tópico que atuam primariamente sobre a pele e as mucosas e por medicamentos utilizados em oftalmologia, otorrinolaringologia e odontologia",T36-T50,T494,"Intoxicação por ceratolíticos, ceratoplásticos e outras drogas e preparados para o tratamento dos cabelos","Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T49,XIX,"Intoxicação por substâncias de uso tópico que atuam primariamente sobre a pele e as mucosas e por medicamentos utilizados em oftalmologia, otorrinolaringologia e odontologia",T36-T50,T495,Intoxicação por drogas e preparações de uso oftalmológico,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T49,XIX,"Intoxicação por substâncias de uso tópico que atuam primariamente sobre a pele e as mucosas e por medicamentos utilizados em oftalmologia, otorrinolaringologia e odontologia",T36-T50,T496,Intoxicação por drogas e preparações de uso otorrinolaringológico,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T49,XIX,"Intoxicação por substâncias de uso tópico que atuam primariamente sobre a pele e as mucosas e por medicamentos utilizados em oftalmologia, otorrinolaringologia e odontologia",T36-T50,T497,Intoxicação por drogas dentárias de uso tópico,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T49,XIX,"Intoxicação por substâncias de uso tópico que atuam primariamente sobre a pele e as mucosas e por medicamentos utilizados em oftalmologia, otorrinolaringologia e odontologia",T36-T50,T498,Intoxicação por outras drogas de uso tópico,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T49,XIX,"Intoxicação por substâncias de uso tópico que atuam primariamente sobre a pele e as mucosas e por medicamentos utilizados em oftalmologia, otorrinolaringologia e odontologia",T36-T50,T499,"Intoxicação por preparado de uso tópico, não especificado","Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T50,XIX,"Intoxicação por diuréticos e outras drogas, medicamentos e substâncias biológicas e as não especificadas",T36-T50,T500,Intoxicação por mineralocorticóides e seus antagonistas,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T50,XIX,"Intoxicação por diuréticos e outras drogas, medicamentos e substâncias biológicas e as não especificadas",T36-T50,T501,Intoxicação por diuréticos de alça,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T50,XIX,"Intoxicação por diuréticos e outras drogas, medicamentos e substâncias biológicas e as não especificadas",T36-T50,T502,"Intoxicação por inibidores da anidrase carbônica, benzotiazidas e outros diuréticos","Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T50,XIX,"Intoxicação por diuréticos e outras drogas, medicamentos e substâncias biológicas e as não especificadas",T36-T50,T503,"Intoxicação por produtos que agem sobre o equilíbrio eletrolítico, calórico e hídrico","Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T50,XIX,"Intoxicação por diuréticos e outras drogas, medicamentos e substâncias biológicas e as não especificadas",T36-T50,T504,Intoxicação por drogas que agem sobre o metabolismo do ácido úrico,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T50,XIX,"Intoxicação por diuréticos e outras drogas, medicamentos e substâncias biológicas e as não especificadas",T36-T50,T505,Intoxicação por inibidores do apetite,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T50,XIX,"Intoxicação por diuréticos e outras drogas, medicamentos e substâncias biológicas e as não especificadas",T36-T50,T506,Intoxicação por antídotos e quelantes não classificados em outra parte,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T50,XIX,"Intoxicação por diuréticos e outras drogas, medicamentos e substâncias biológicas e as não especificadas",T36-T50,T507,Intoxicação por analépticos e antagonistas dos receptores de opiáceos,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T50,XIX,"Intoxicação por diuréticos e outras drogas, medicamentos e substâncias biológicas e as não especificadas",T36-T50,T508,Intoxicação por agentes de diagnóstico,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T50,XIX,"Intoxicação por diuréticos e outras drogas, medicamentos e substâncias biológicas e as não especificadas",T36-T50,T509,"Intoxicação por outras drogas, medicamentos e substâncias biológicas e as não especificadas","Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T51,XIX,Efeito tóxico do álcool,T51-T65,T510,Efeito tóxico do etanol,Efeitos tóxicos de substâncias de origem predominantemente não-medicinal, Lesões enven e alg out conseq causas externas
T51,XIX,Efeito tóxico do álcool,T51-T65,T511,Efeito tóxico do metanol,Efeitos tóxicos de substâncias de origem predominantemente não-medicinal, Lesões enven e alg out conseq causas externas
T51,XIX,Efeito tóxico do álcool,T51-T65,T512,Efeito tóxico do 2-propanol,Efeitos tóxicos de substâncias de origem predominantemente não-medicinal, Lesões enven e alg out conseq causas externas
T51,XIX,Efeito tóxico do álcool,T51-T65,T513,Efeito tóxico do óleo de fusel,Efeitos tóxicos de substâncias de origem predominantemente não-medicinal, Lesões enven e alg out conseq causas externas
T51,XIX,Efeito tóxico do álcool,T51-T65,T518,Efeito tóxico de outros álcoois,Efeitos tóxicos de substâncias de origem predominantemente não-medicinal, Lesões enven e alg out conseq causas externas
T51,XIX,Efeito tóxico do álcool,T51-T65,T519,Efeito tóxico de álcool não especificado,Efeitos tóxicos de substâncias de origem predominantemente não-medicinal, Lesões enven e alg out conseq causas externas
T52,XIX,Efeito tóxico de solventes orgânicos,T51-T65,T520,Efeito tóxico de derivados do petróleo,Efeitos tóxicos de substâncias de origem predominantemente não-medicinal, Lesões enven e alg out conseq causas externas
T52,XIX,Efeito tóxico de solventes orgânicos,T51-T65,T521,Efeito tóxico do benzeno,Efeitos tóxicos de substâncias de origem predominantemente não-medicinal, Lesões enven e alg out conseq causas externas
T52,XIX,Efeito tóxico de solventes orgânicos,T51-T65,T522,Efeito tóxico de homólogos do benzeno,Efeitos tóxicos de substâncias de origem predominantemente não-medicinal, Lesões enven e alg out conseq causas externas
T52,XIX,Efeito tóxico de solventes orgânicos,T51-T65,T523,Efeito tóxico de glicóis,Efeitos tóxicos de substâncias de origem predominantemente não-medicinal, Lesões enven e alg out conseq causas externas
T52,XIX,Efeito tóxico de solventes orgânicos,T51-T65,T524,Efeito tóxico de cetonas,Efeitos tóxicos de substâncias de origem predominantemente não-medicinal, Lesões enven e alg out conseq causas externas
T52,XIX,Efeito tóxico de solventes orgânicos,T51-T65,T528,Efeito tóxico de outros solventes orgânicos,Efeitos tóxicos de substâncias de origem predominantemente não-medicinal, Lesões enven e alg out conseq causas externas
T52,XIX,Efeito tóxico de solventes orgânicos,T51-T65,T529,Efeito tóxico de solvente orgânico não especificado,Efeitos tóxicos de substâncias de origem predominantemente não-medicinal, Lesões enven e alg out conseq causas externas
T53,XIX,Efeito tóxico de derivados halogênicos de hidrocarbonetos alifáticos e aromáticos,T51-T65,T530,Efeito tóxico do tetracloreto de carbono,Efeitos tóxicos de substâncias de origem predominantemente não-medicinal, Lesões enven e alg out conseq causas externas
T53,XIX,Efeito tóxico de derivados halogênicos de hidrocarbonetos alifáticos e aromáticos,T51-T65,T531,Efeito tóxico do clorofórmio,Efeitos tóxicos de substâncias de origem predominantemente não-medicinal, Lesões enven e alg out conseq causas externas
T53,XIX,Efeito tóxico de derivados halogênicos de hidrocarbonetos alifáticos e aromáticos,T51-T65,T532,Efeito tóxico do tricloroetileno,Efeitos tóxicos de substâncias de origem predominantemente não-medicinal, Lesões enven e alg out conseq causas externas
T53,XIX,Efeito tóxico de derivados halogênicos de hidrocarbonetos alifáticos e aromáticos,T51-T65,T533,Efeito tóxico do tetracloroetileno,Efeitos tóxicos de substâncias de origem predominantemente não-medicinal, Lesões enven e alg out conseq causas externas
T53,XIX,Efeito tóxico de derivados halogênicos de hidrocarbonetos alifáticos e aromáticos,T51-T65,T534,Efeito tóxico do diclorometano,Efeitos tóxicos de substâncias de origem predominantemente não-medicinal, Lesões enven e alg out conseq causas externas
T53,XIX,Efeito tóxico de derivados halogênicos de hidrocarbonetos alifáticos e aromáticos,T51-T65,T535,Efeito tóxico do clorofluorcarbono,Efeitos tóxicos de substâncias de origem predominantemente não-medicinal, Lesões enven e alg out conseq causas externas
